COLLECTIBLE,SET,NAME,FACTION,ELITE,TEXT,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,TYPE,ID,MECHANICS,PLAYERCLASS,RACE,INPLAYTEXT,DURABILITY
True,Classic,艾德溫·范克里夫,Neutral,True,<b>連擊:</b>在本回合中，之前所打出的每一張牌，都使其獲得+2/+2,Efrem Palacios,Legendary,2,3,2,他帶領石匠公會重建暴風城。當貴族們拒絕付賬後，他成立了迪菲亞兄弟會來，嗯，<b>拆除</b>暴風城。,Minion,EX1_613,Combo,Rogue,,,
,Classic,芬克·恩霍爾,Neutral,True,,,Legendary,3,2,3,,Minion,EX1_finkle,,,,,
True,Classic,苦痛侍僧,,,每當此手下受到傷害，抽一張牌,Dave Kendall,Common,1,3,3,他年輕時本來是想要受訓成為快樂侍僧，但是後來的發展並不如他原本的預期。,Minion,EX1_007,,,,,
,Classic,范克里夫的復仇,,,這個手下的攻擊力及生命值提高,,,,,,,Enchantment,EX1_613e,,Rogue,,,
True,Classic,荊棘谷猛虎,Alliance,,<b>潛行</b>,Alex Horley Orlandelli,Common,5,5,5,老虎最棒的地方就是牠們棒透了!,Minion,EX1_028,Stealth,,Beast,,
,Classic,莫魯之影,,,這個手下吞噬了聖盾術，攻擊力及生命值提高,,Common,,,,,Enchantment,EX1_590e,,,,,
False,Classic,著裝,,,攻擊力提高,,,,,,,Enchantment,NEW1_037e,,,,,
True,Classic,葛羅瑪許·地獄吼,Neutral,True,<b>衝鋒</b>。
<b>狂怒:</b>+6攻擊力,Glenn Rane,Legendary,4,8,9,葛羅瑪許帶頭喝了瑪諾洛斯的腐化之血，害獸人皮膚變綠，眼睛變紅!顯然不是個明智的決定。,Minion,EX1_414,Charge|Enrage,Warrior,,,
True,Classic,蒼藍龍,Neutral,,<b>法術傷害+1</b>。<b>戰吼:</b>抽一張牌,Ben Zhang,Rare,4,5,4,牠們本來是想要叫碧晶龍或天藍龍，後來覺得那樣聽起來不夠神秘。蒼藍好像也沒好多少就是了。,Minion,EX1_284,Battlecry|Spellpower,,Dragon,,
,Classic,虛無之影,,,心理遊戲失效!你的對手沒有手下!,,Epic,0,0,1,,Minion,EX1_345t,,Priest,,,
True,Classic,虛無恐獸,,,<b>戰吼:</b>摧毀其兩側的手下，獲得其攻擊力及生命值,Alexander Alexandrov,Rare,3,3,3,如果你把這張放進套牌裡，你絕對會失去其他手下的信任。,Minion,EX1_304,Battlecry,Warlock,Demon,,
,Classic,蛇,Neutral,,,,Common,1,0,1,,Minion,EX1_554t,,Hunter,Beast,,
,Classic,血之契印,,,生命值提高,,,,,,,Enchantment,CS2_059o,,Warlock,,,
True,Classic,血之小鬼,Neutral,,<b>潛行</b>。你的回合結束時，賦予另一個隨機友方手下+1生命值,Bernie Kang,Common,0,1,1,小鬼對於能躲起來並滿懷惡意地嘲諷附近的所有人感到很滿意。,Minion,CS2_059,Stealth,Warlock,Demon,,
,Classic,血之烈怒,,,,,,3,3,,,Weapon,EX1_323w,,Warlock,,,8
True,Classic,血吼之斧,Neutral,,攻擊手下會降低1點攻擊力，而非1點耐久度,Zoltan & Gabor,Epic,7,7,,葛羅瑪許·地獄吼知名的斧頭。不知道為什麼，最後是到了莫克札王子的手上。真是詭異!,Weapon,EX1_411,,Warrior,,,1
True,Classic,血帆劫掠者,,,<b>戰吼:</b>獲得與你武器相當的攻擊力,Jim Nelson,Common,2,2,3,我只在以「星期」為開頭的日子搶劫。,Minion,NEW1_018,Battlecry,,Pirate,,
True,Classic,血帆海寇,,,<b>戰吼:</b>使你對手的武器耐久度降低1點,Randy Gallegos,Rare,1,1,2,每個海盜都必須用同一組四位數密碼來設定保險箱。如此一來，以後找到其他海盜的寶藏才不用猜密碼。-海盜法典,Minion,NEW1_025,Battlecry,,Pirate,,
,Classic,血性狂暴,,,不損失耐久度,,,,,,,Enchantment,EX1_411e,,Warrior,,,
True,Classic,血法師薩爾諾斯,Neutral,True,<b>法術傷害+1</b>。<b>死亡之聲:</b>抽一張牌,Alex Horley Orlandelli,Legendary,1,2,1,他負責血色修道院的每年度的捐血活動。,Minion,EX1_012,Deathrattle|Spellpower,,,,
True,Classic,血色十字軍,Alliance,,<b>聖盾術</b>,Gonzalo Ordonez,Common,3,3,1,洗白衣服的時候，千萬不要跟血色十字軍的人一起洗。,Minion,EX1_020,Divine Shield,,,,
True,Classic,血騎士,Neutral,,<b>戰吼:</b>全部手下失去<b>聖盾術</b>。每個聖盾術將使其獲得+3/+3,Trent Kaniuga,Epic,3,3,3,血騎士從太陽之井獲得他們的神聖力量。話說，你最好別想去那裡泡溫泉。,Minion,EX1_590,Battlecry,,,,
,Classic,被困住,,,在下一個回合開始時，將會再被<b>凍結</b>,,,,,,,Enchantment,EX1_611e,,Hunter,,,
True,Classic,解任務的冒險者,Alliance,,每當你出牌，獲得+1/+1,Attila Adorjany,Rare,2,3,2,「有人有多的野豬皮嗎?」,Minion,EX1_044,,,,,
True,Classic,誤導,Neutral,,<b>秘密:</b>攻擊你英雄的角色，會改為攻擊另一個隨機角色,Daren Bader,Rare,,2,,有時候簡單到只要戴上假鬍子然後指著另一個人就行了。,Spell,EX1_533,Secret,Hunter,,,
,Classic,調教一番,,,+2攻擊力,,,,,,,Enchantment,EX1_603e,,Warrior,,,
True,Classic,諾茲多姆,Neutral,True,雙方玩家每回合只剩15秒思考時間,James Ryman,Legendary,8,9,8,寫說明文字的時間到了。,Minion,EX1_560,,,Dragon,,
True,Classic,警報機器人,,,在你的回合開始時，與你手牌中的隨機一個手下交換,Sean O’Daniels,Rare,0,3,3,警告。警告。警告。,Minion,EX1_006,,,Mech,,
True,Classic,護光者,,,每當一個角色受到治療，獲得+2攻擊力,Erik Ko,Rare,1,1,2,她還有兩個姊妹：護膚者和護髮者。,Minion,EX1_001,,,,,
True,Classic,護甲鍛造師,Neutral,,每當一個友方手下受到傷害，獲得1點護甲值,Greg Hildebrandt,Rare,1,2,4,她接受用公會資金進行修理!,Minion,EX1_402,,Warrior,,,
,Classic,豺狼人,,,<b>嘲諷</b>,,,2,2,2,,Minion,NEW1_040t,Taunt,,,,
,Classic,貝恩·血蹄,,True,,,Legendary,4,4,5,,Minion,EX1_110t,,,,,
True,Classic,負盾兵,Neutral,,<b>嘲諷</b>,Carl Critchlow,Common,0,1,4,你知道這個遊戲裡面的盾牌有多大嗎?別以為這份工作很輕鬆。,Minion,EX1_405,Taunt,,,,
True,Classic,賈拉克瑟斯領主,,True,<b>戰吼:</b>摧毀你的英雄並以賈拉克瑟斯領主取代之,Alex Horley Orlandelli,Legendary,3,9,15,「卑微的地精!你的傲慢將使你喪命!」,Minion,EX1_323,Battlecry,Warlock,Demon,,
,Classic,賈拉克瑟斯領主,Neutral,,,,Legendary,0,0,15,,Hero,EX1_323h,,Warlock,Demon,,
,Classic,超載,,,屬性提高,,,,,,,Enchantment,EX1_258e,,Shaman,,,
True,Classic,軍情七處密探,Neutral,,<b>連擊:</b>造成2點傷害,Chris Moeller,Rare,3,3,3,軍情七處的密探負責暴風城的秘密行動，包括諜報、刺殺，還有替王室成員準備驚喜的生日派對。,Minion,EX1_134,Combo,Rogue,,,
True,Classic,迦頓男爵,Neutral,True,在你的回合結束時，對全部其他角色造成2點傷害,Ian Ameling,Legendary,7,7,5,迦頓男爵曾是拉格納羅斯手下的首席軍官，直到他惹火了救火的人。,Minion,EX1_249,,,,,
,Classic,迪菲亞強盜,Neutral,,,,,2,1,1,,Minion,EX1_131t,,Rogue,,,
True,Classic,迪菲亞頭目,Neutral,,<b>連擊:</b>召喚一個2/1的迪菲亞強盜,Dany Orizio,Common,2,2,2,他很多年前就偷走了小鎮的地契。所以按理來說，小鎮的確<b>是</b>屬於他。他看到每個人都叫對方「少年」，雖然他自己也沒多老。,Minion,EX1_131,Combo,Rogue,,,
True,Classic,迷你召喚師,Alliance,,你每回合打出的第一個手下消耗減少(1)點,Ron Spears,Rare,2,2,2,她一直想要擺脫「迷你」這個字眼。,Minion,EX1_076,Aura,,,,
,Classic,退下!,,,攻擊力改為1點,,,,,,,Enchantment,EX1_382e,,Paladin,,,
True,Classic,遠古看守者,Alliance,,無法攻擊,Richard Wright,Rare,4,2,5,為什麼在你經過的時候，它的視線好像在跟著你?,Minion,EX1_045,,,,,
,Classic,酒足飯飽,,,+2/+2。肚子裡裝著魚人,,,,,,,Enchantment,NEW1_017e,,,,,
,Classic,重斧,,,,,,1,1,,,Weapon,EX1_409t,,Warrior,,,3
True,Classic,野性之力,Neutral,,<b>二選一:</b>使你的全部手下+1/+1，或召喚一隻3/2獵豹,Steve Tappin,Common,,2,,永遠別跟獵豹對視。還是「要與獵豹正面對視」?反正是這兩種的其中一種就對了。,Spell,EX1_160,,Druid,,,
True,Classic,野性之魂,Neutral,,召喚兩隻2/3並有<b>嘲諷</b>的幽靈狼。<b>超載:</b>(2),Clint Langley,Rare,,3,,幽靈狼跟其他的狼差不多，只是更毛茸茸一點。,Spell,EX1_248,,Shaman,,,
True,Classic,銀月看守者,Horde,,<b>聖盾術</b>,Phroilan Gardner,Common,3,4,3,他們第一次嘗試在銀月城抵抗天譴軍團的結果實在不怎麼理想...,Minion,EX1_023,Divine Shield,,,,
True,Classic,銀白侍從,Alliance,,<b>聖盾術</b>,Zoltan & Gabor,Common,1,1,1,「我在此宣誓將信仰聖光，驅散世界上的黑暗力量，並只食用捲餅。」-銀色黎明誓語,Minion,EX1_008,Divine Shield,,,,
True,Classic,銀白指揮官,Neutral,,<b>衝鋒</b>，<b>聖盾術</b>,James Ryman,Rare,4,6,2,銀色黎明對於天譴軍團的動向十分關切，對在咖啡廳插隊的人也非常關切。,Minion,EX1_067,Charge|Divine Shield,,,,
True,Classic,銀色黎明保衛者,Neutral,,<b>戰吼:</b>賦予一個友方手下<b>聖盾術</b>,Doug Alexander,Common,2,2,2,「我沒說你可以躲開火球。我說的是，有這個盾，你根本不需要躲。」,Minion,EX1_362,Battlecry,Paladin,,,
True,Classic,鏡像體,Neutral,,<b>秘密:</b>當你的對手打出手下時，召喚一個它的複製品,Raven Mimura,Common,,3,,「你先上。」-『巨獸』庫洛許戈爾對寵物野豬如此說。,Spell,EX1_294,Secret,Mage,,,
True,Classic,鐵喙貓頭鷹,Horde,,<b>戰吼:</b><b>沉默</b>一個手下,Trevor Jacobs,Common,2,2,1,牠們拍翅的聲音十分安靜，但是牠們的尖叫聲...反正跟安靜完全相反就對了。,Minion,CS2_203,Battlecry,,Beast,,
True,Classic,長鬃草原獅,,,<b>死亡之聲:</b>召喚兩隻2/2土狼,Milivoj Ceran,Rare,6,6,5,在恐怖的叢林中，獅子也會被土狼群慢慢吞食。,Minion,EX1_534,Deathrattle,Hunter,Beast,,
True,Classic,閃電箭,Neutral,,造成$3點傷害。<b>超載:</b>(1),Daarken,Common,,1,,閃電箭!閃電箭!閃電箭!,Spell,EX1_238,,Shaman,,,
True,Classic,閃電風暴,Neutral,,對全部敵方手下造成$2點到$3點傷害。<b>超載:</b>(2),Christopher Moeller,Rare,,3,,撐傘恐怕只會更糟。,Spell,EX1_259,,Shaman,,,
,Classic,防衛者,Neutral,,,,Common,2,1,1,,Minion,EX1_130a,,Paladin,,,
,Classic,阿古斯之手,,,+1/+1及<b>嘲諷</b>,,,,,,,Enchantment,EX1_093e,,,,,
True,Classic,阿古斯防衛者,Alliance,,<b>戰吼:</b>賦予兩側的手下+1/+1及<b>嘲諷</b>,Alex Horley Orlandelli,Rare,2,4,3,你可能會覺得阿古斯並不需要這麼多的保護。其實它需要。,Minion,EX1_093,Battlecry,,,,
True,Classic,阿拉希武器鍛造師,Neutral,,<b>戰吼:</b>裝備一把2/2的武器,Samwise,Common,3,4,3,拳套類武器打對折，限時限量!,Minion,EX1_398,Battlecry,Warrior,,,
True,Classic,阿曼尼狂戰士,Neutral,,<b>狂怒:</b>+3攻擊力,Chippy,Common,2,2,3,如果阿曼尼狂戰士問「你在看我嗎?」正確的回答是「沒啊，老兄。」,Minion,EX1_393,Enrage,,,,
True,Classic,陶土議會先知,,,<b>戰吼:</b>恢復3點生命值,Alex Horley Orlandelli,Common,3,3,3,忙著看未來的發展，導致他一直沒注意到現在發生的事。嗯...是什麼燒起來了?,Minion,CS2_117,Battlecry,,,,
,Classic,隱蔽,,,潛行，直到你的下一回合為止,,,,,,,Enchantment,EX1_128e,,Rogue,,,
True,Classic,隱蔽,Neutral,,賦予全部友方手下<b>潛行</b>直到你的下一個回合,Steve Hui,Common,,1,,盜賊除了情緒之外，其他的東西都藏得很好。你沒辦法讓盜賊閉嘴不談他們內心的感受。,Spell,EX1_128,,Rogue,,,
True,Classic,雅立史卓莎,Neutral,True,<b>戰吼:</b>把一個英雄剩餘的生命值設為15點,Raymond Swanland,Legendary,8,9,8,『生命守縛者』雅立史卓莎替所有人帶來生命與希望。除了死亡之翼。還有瑪里苟斯。還有耐克魯斯。,Minion,EX1_561,Battlecry,,Dragon,,
,Classic,需要磨利,,,攻擊力降低,,,,,,,Enchantment,EX1_411e2,,Warrior,,,
True,Classic,霍格,,True,在你的回合結束時，召喚一個有<b>嘲諷</b>的2/2豺狼人,Laurel D. Austin,Legendary,4,6,4,霍格非常強。如果你殺死他，那是因為他<b>讓</b>你殺他。,Minion,NEW1_040,,,,,
True,Classic,靈魂虹吸,Neutral,,摧毀一個手下。使你的英雄恢復#3點生命值,Tyler Walpole,Rare,,6,,你最好避免虹吸自己的靈魂。這有可能會產生某種奇怪的無限迴圈。,Spell,EX1_309,,Warlock,,,
True,Classic,預言者費倫,Neutral,True,使你的法術及英雄能力所造成的傷害和治療效果加倍,Wei Wang,Legendary,7,7,7,他呢，從家園被放逐，他的兄弟都變成壞人，至於其他倒是沒什麼好抱怨的了。,Minion,EX1_350,,Priest,,,
True,Classic,風怒鷹身人,Alliance,,<b>風怒</b>,Luke Mancini,Common,4,6,5,鷹身人的叫聲聽起來不是很令人愉快。這是我最客氣的說法了。,Minion,EX1_033,Windfury,,,,
True,Classic,風暴冶煉之斧,Neutral,,<b>超載:</b>(1),Nate Bowden,Common,2,2,,嘿，這把斧頭看起來可真不賴。,Weapon,EX1_247,,Shaman,,,3
True,Classic,風險投資公司雇傭兵,Horde,,你手下的法力消耗增加(3)點,John Polidora,Common,7,5,6,工作多多益善。錢也多多益善。,Minion,CS2_227,Aura,,,,
True,Classic,飛刀手,,,在你召喚手下之後，對一個隨機敵人造成1點傷害,Matt Cavotta,Rare,3,2,2,有野心的飛刀手有時候會轉行玩炸彈。但是我們完全找不到轉行後還能活著讓我們做成卡片的飛刀手。,Minion,NEW1_019,,,,,
,Classic,食屍,,,攻擊力提高,,,,,,,Enchantment,tt_004o,,,,,
True,Classic,食肉食屍鬼,Neutral,,每當一個手下死亡，獲得+1攻擊力,Alex Horley Orlandelli,Common,2,3,3,說他食肉其實很不公平。其實他只是沒有其他東西可以吃了。,Minion,tt_004,,,,,
True,Classic,食腐土狼,,,每當一隻友方野獸死亡，獲得+2/+1,Jim Nelson,Common,2,2,2,土狼喜歡啃科多獸或風蛇的骨頭，但是基本上牠們什麼都吃。牠們甚至會吃孢子甘藍。,Minion,EX1_531,,Hunter,Beast,,
True,Classic,飢餓的螃蟹,,,<b>戰吼:</b>摧毀一個魚人並獲得+2/+2,Jaemin Kim,Epic,1,1,2,魚人。就是晚餐。,Minion,NEW1_017,Battlecry,,Beast,,
,Classic,香蕉,,,賦予一個手下+1/+1,,,,1,,,Spell,EX1_014t,,,,,
,Classic,香蕉,,,擁有+1/+1,,,,,,,Enchantment,EX1_014te,,,,,
,Classic,驅散,Neutral,,<b>沉默</b>一個手下,,,,,,,Spell,EX1_166b,Silence,Druid,,,
True,Classic,驚懼海盜,,,<b>嘲諷</b>。你的每一點武器攻擊力會減少其消耗(1)點,Trent Kaniuga,Common,3,4,3,「殺啊啊啊」其實是海盜語中「先生，您好」的意思。,Minion,NEW1_022,Taunt,,Pirate,,
True,Classic,鬥士長弓,Neutral,,你的英雄在攻擊時<b>免疫</b>,Peter C. Lee,Epic,5,7,,長弓能從更遠的地方發射，對於特別臭的目標格外好用。,Weapon,DS1_188,,Hunter,,,2
True,Classic,鬥毆,Neutral,,摧毀全部手下，只留下一個。<i>(隨機選擇)</i>,Wayne Reynolds,Epic,,5,,你知道鬥陣俱樂部的第一守則是什麼嗎?,Spell,EX1_407,,Warrior,,,
True,Classic,魔古山看守者,Neutral,,<b>嘲諷</b>,Cole Eastburn,Common,1,4,7,這些傢伙成天只會說雷王這樣雷王那樣。無聊死了!,Minion,EX1_396,Taunt,,,,
,Classic,魔暴龍,Neutral,,,,Common,5,5,5,,Minion,EX1_tk29,,,Beast,,
True,Classic,魔法成癮者,Alliance,,在本回合中，每當你施展法術，就獲得+2攻擊力,Hideaki Takamura,Rare,1,2,3,她有試著戒除這個惡習，不過在壓力過大的日子她還是會吸點法力。,Minion,EX1_055,,,,,
True,Classic,魚人招潮者,Neutral,,每當一個魚人被召喚，獲得+1攻擊力,Jaemin Kim,Rare,1,1,2,這個傢伙每次在家族聚會時都會變得無比強悍。,Minion,EX1_509,,,Murloc,,
True,Classic,魚人隊長,Neutral,,全部其他魚人獲得+2/+1,Tim McBurnie,Epic,3,3,3,魚人一直叫同樣的聲音不累嗎?並不會!姆拉嘎啦啦嘎嘎!!,Minion,EX1_507,Aura,,Murloc,,
True,Classic,鷹角弓,,,每當友方的<b>秘密</b>揭露，獲得+1耐久度,Cyril Van Der Haegen,Rare,3,3,,第一課:把尖銳的那一端指向另外一個人。,Weapon,EX1_536,,Hunter,,,2
True,Classic,麥田魔像,Neutral,,<b>死亡之聲:</b>召喚一個2/1受損的魔像,Brian Despain,Common,2,3,3,「過熱閾值超標。系統故障。麥桿堵塞2號端口。系統關閉中。」,Minion,EX1_556,Deathrattle,,Mech,,
True,Classic,麻瘋地精,Neutral,,<b>死亡之聲:</b>對敵方英雄造成2點傷害,Glenn Rane,Common,2,1,1,他只是想要跟你做好朋友，但是一直受到拒絕害他開始有點不爽了。,Minion,EX1_029,Deathrattle,,,,
,Classic,黑暗敕令,,,本回合這個手下的控制者換人了,,,,,,,Enchantment,EX1_334e,,Priest,,,
True,Classic,黑鐵矮人,Alliance,,<b>戰吼:</b>本回合賦予一個手下+2攻擊力,Scott Hampton,Common,4,4,4,黑鐵礦的守護者。考慮到熔煉地點的話，黑鐵礦應該是最煩人的礦石了。,Minion,EX1_046,Battlecry,,,,
True,Classic,黑騎士,,True,<b>戰吼:</b>摧毀一個有<b>嘲諷</b>的敵方手下,Alex Horley Orlandelli,Legendary,4,6,5,巫妖王派他去擾亂銀白聯賽。我們可以說他做得相當失敗。,Minion,EX1_002,Battlecry,,,,
