MECHANICS,SET,NAME,TEXT,TYPE,ID,COLLECTIBLE,FACTION,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,PLAYERCLASS,RACE,INPLAYTEXT,ELITE,DURABILITY
Battlecry,Classic,肯瑞托法师,<b>战吼：</b>在本回合中，你使用的下一个<b>奥秘</b>的法力值消耗为（0）点。,Minion,EX1_612,True,Neutral,Popo Wei,Rare,4,3,3,肯瑞托的法师们居住在飘浮之城达拉然。怎样让达拉然飘起来？只要用魔法把氢气球变成透明的就行了。,Mage,,,,
,Classic,肯瑞托的教诲,<b>法术伤害+1</b>。,Enchantment,EX1_584e,,,,,,,,,,,,,
,Classic,背叛,使一个敌方随从对其相邻的随从造成等同于其攻击力的伤害。,Spell,EX1_126,True,Neutral,Lucas Graciano,Common,,2,,每个人都有背叛的价码。拿侏儒打比方的话，长毛绒玩具和一小点儿巧克力就能让他们就范。,Rogue,,,,
,Classic,腐肉食尸鬼,每当一个随从死亡，便获得+1攻击力。,Minion,tt_004,True,Neutral,Alex Horley Orlandelli,Common,2,3,3,诟病食尸鬼吃“腐肉”其实对它们并不公平，它们只是没有别的可吃了而已。,,,,,
,Classic,自然之力,召唤三个2/2并具有<b>冲锋</b>的树人，在回合结束时，消灭这些树人。,Spell,EX1_571,True,Neutral,Trevor Jacobs,Epic,,6,,“我想我可以在这片树荫下打个盹儿。等等...啊啊啊啊啊！”——不幸的侏儒布林克菲兹,Druid,,,,
,Classic,自然印记,该随从获得+4攻击力。,Enchantment,EX1_155ae,,,,,,,,,Druid,,,,
,Classic,自然印记,+4攻击力。,Spell,EX1_155a,,Neutral,,,,,,,Druid,,,,
,Classic,自然印记,<b>抉择</b>：使一个随从获得+4攻击力；或者+4生命值并具有<b>嘲讽</b>。,Spell,EX1_155,True,Neutral,Clint Langley,Common,,3,,只有德鲁伊们称之为“自然印记”。其他人都喜欢说“加个状态”。,Druid,,,,
,Classic,自然印记,该随从获得+4生命值和<b>嘲讽</b>。,Enchantment,EX1_155be,,,,,,,,,Druid,,,,
,Classic,自然印记,+4生命值并具有<b>嘲讽</b>。,Spell,EX1_155b,,Neutral,,,,,,,Druid,,,,
,Classic,自然平衡,消灭一个随从，你的对手抽两张牌。,Spell,EX1_161,True,Neutral,Leo Che,Common,,1,,又一位战死沙场的将士。,Druid,,,,
,Classic,致命射击,随机消灭一个敌方随从。,Spell,EX1_617,True,Neutral,Steve Prescott,Common,,3,,在莫克纳萨村，瞄得准并不是什么值得称道的本事。最重要的是，能不能给猎物致命的一击。,Hunter,,,,
,Classic,致死打击,造成$4点伤害；如果你的生命值小于或等于12点，则改为造成$6点伤害。,Spell,EX1_408,True,Neutral,Zoltan & Gabor,Rare,,4,,“如果你只有一个技能可以用，就用致死打击。”——《战士信条》，第6行,Warrior,,,,
Combo,Classic,艾德温·范克里夫,<b>连击：</b>在本回合中，使用此牌前每打出一张其他牌，便获得+2/+2。,Minion,EX1_613,True,Neutral,Efrem Palacios,Legendary,2,3,2,他领导石匠协会重建了暴风城，而当贵族们拒绝支付工钱的时候，他将领导迪菲亚兄弟会，嗯，拆掉暴风城。,Rogue,,,True,
Battlecry,Classic,艾露恩的女祭司,<b>战吼：</b>为你的英雄恢复4点生命值。,Minion,EX1_583,True,Neutral,Dan Scott,Common,5,6,4,她是艾泽拉斯最早的“月光族”。,,,,,
,Classic,艾露恩的赐福,生命值增加。,Enchantment,EX1_004e,,,,,,,,,,,,,
,Classic,芬克·恩霍尔,,Minion,EX1_finkle,,Neutral,,Legendary,3,2,3,,,,,True,
,Classic,苦痛侍僧,每当该随从受到伤害时，抽一张牌。,Minion,EX1_007,True,,Dave Kendall,Common,1,3,3,在他年轻的时候，他经受的是“快乐寺僧”的训练，但是训练成果并不如他想象的那么好。,,,,,
,Classic,范克里夫的复仇,该随从的攻击力和生命值增加。,Enchantment,EX1_613e,,,,,,,,,Rogue,,,,
Stealth,Classic,荆棘谷猛虎,<b>潜行</b>,Minion,EX1_028,True,Alliance,Alex Horley Orlandelli,Common,5,5,5,这些美丽的大猫是荆棘谷一道亮丽的风景！,,Beast,,,
Windfury,Classic,萨尔玛先知,<b>风怒</b>,Minion,EX1_021,True,Horde,Efrem Palacios,Common,2,3,3,他受命驻扎在地狱火半岛，但他很希望能够被调配到奥格瑞玛附近，或者随便什么地方，只要那里的土地不要老是着火就行。,,,,,
,Classic,虚灵奥术师,如果在你的回合结束时，你控制任何<b>奥秘</b>，该随从便获得+2/+2。,Minion,EX1_274,True,,Michael Komarck,Rare,3,4,3,虚灵们浑身捆绑着布条，不仅是因为布料柔软舒适，更是为了让他们的外表更能为其他种族接受。,Mage,,,False,
Battlecry,Classic,虚空恐魔,<b>战吼：</b>消灭该随从两侧的随从，并获得他们的攻击力和生命值。,Minion,EX1_304,True,,Alexander Alexandrov,Rare,3,3,3,如果你把这张牌放到你的套牌中，你就会失去其他随从对你的信任。,Warlock,Demon,,,
,Classic,蛇,,Minion,EX1_554t,,Neutral,,Common,1,0,1,,Hunter,Beast,,,
,Classic,血之契印,生命值增加。,Enchantment,CS2_059o,,,,,,,,,Warlock,,,,
,Classic,血吼,攻击随从不会消耗耐久度，改为降低1点攻击力。,Weapon,EX1_411,True,Neutral,Zoltan & Gabor,Epic,7,7,,格罗玛什·地狱咆哮的著名战斧。然而它却在玛克扎尔王子的手中。这是怎么回事！,Warrior,,,,1
Battlecry,Classic,血帆海盗,<b>战吼：</b>使对手的武器失去1点耐久度。,Minion,NEW1_025,True,,Randy Gallegos,Rare,1,1,2,每个海盗都用相同的四个数字来打开自动黄金分配装置。这些数字被称为“海盗密码”。,,Pirate,,,
Battlecry,Classic,血帆袭击者,<b>战吼：</b>获得等同于你的武器攻击力的攻击力。,Minion,NEW1_018,True,,Jim Nelson,Common,2,2,3,“我一个星期只出去打劫七天。”,,Pirate,,,
,Classic,血怒,,Weapon,EX1_323w,,,,,3,3,,,Warlock,,,,8
,Classic,血性狂暴,不会消耗耐久度。,Enchantment,EX1_411e,,,,,,,,,Warrior,,,,
Deathrattle|Spellpower,Classic,血法师萨尔诺斯,<b>法术伤害+1</b>，<b>亡语：</b>抽一张牌。,Minion,EX1_012,True,Neutral,Alex Horley Orlandelli,Legendary,1,2,1,他负责每年一度的血色修道院献血运动！,,,,True,
Divine Shield,Classic,血色十字军战士,<b>圣盾</b>,Minion,EX1_020,True,Alliance,Gonzalo Ordonez,Common,3,3,1,他们的狂热使衣衫上的猩红色更加刺眼。,,,,,
Battlecry,Classic,血骑士,<b>战吼：</b>所有随从失去<b>圣盾</b>。每有一个随从失去圣盾，便获得+3/+3。,Minion,EX1_590,True,Neutral,Trent Kaniuga,Epic,3,3,3,血骑士从太阳井中获得他们的神圣能量，所以你别把那里当成是洗太阳浴的地方。,,,,,
,Classic,被隐藏,获得潜行直到你的下个回合。,Enchantment,EX1_128e,,,,,,,,,Rogue,,,,
Combo,Classic,裂颅之击,对敌方英雄造成$2点伤害；<b>连击：</b>在下个回合将其移回你的手牌。,Spell,EX1_137,True,Neutral,James Zhang,Rare,,3,,就算其他方法都不管用，直接往头上狠狠来一下总是会有效的。,Rogue,,,,
,Classic,装备,攻击力增加。,Enchantment,NEW1_037e,False,,,,,,,,,,,,
,Classic,角斗士的长弓,你的英雄在攻击时具有<b>免疫</b>。,Weapon,DS1_188,True,Neutral,Peter C. Lee,Epic,5,7,,弓弦很长，这使得射手能够射得更远，对付那些难闻的目标尤其有效。,Hunter,,,,2
,Classic,触发陷阱,在下个回合开始时，会被再次<b>冻结</b>。,Enchantment,EX1_611e,,,,,,,,,Hunter,,,,
,Classic,诅咒教派领袖,每当你的其他随从死亡时，抽一张牌。,Minion,EX1_595,True,Neutral,Raymond Swanland,Common,4,4,2,也许她是个邪恶的教派领袖，但是每个星期她都会和她的父母通电话。,,,,,
Secret,Classic,误导,<b>奥秘：</b>当一个角色攻击你的英雄时，改为该角色攻击另一个随机角色。,Spell,EX1_533,True,Neutral,Daren Bader,Rare,,2,,再狡猾的狐狸……也会被猎人误导。,Hunter,,,,
,Classic,诺兹多姆,所有玩家只有15秒的时间来进行他们的回合。,Minion,EX1_560,True,Neutral,James Ryman,Legendary,8,9,8,没时间写什么背景描述了。,,Dragon,,True,
Taunt,Classic,豺狼人,<b>嘲讽</b>,Minion,NEW1_040t,,,,,2,2,2,,,,,,
,Classic,贝恩·血蹄,,Minion,EX1_110t,,,,Legendary,4,4,5,,,,,True,
Battlecry,Classic,负伤剑圣,<b>战吼：</b>对自身造成4点伤害。,Minion,CS2_181,True,Horde,Samwise,Rare,4,3,7,他说这是在一次惨烈的战斗中留下的伤疤，但我们觉得，他只是刮胡子的时候弄伤了自己。,,,,,
,Classic,财迷心窍,攻击力增加。,Enchantment,NEW1_018e,,,,,,,,,,,,,
,Classic,过载,属性值提高。,Enchantment,EX1_258e,,,,,,,,,Shaman,,,,
,Classic,进食充分,攻击力和生命值增加。,Enchantment,EX1_531e,,,,,,,,,Hunter,,,,
,Classic,迦顿男爵,在你的回合结束时，对所有其他角色造成2点伤害。,Minion,EX1_249,True,Neutral,Ian Ameling,Legendary,7,7,5,迦顿男爵曾经是拉格纳罗斯的首席副官，因为他实在太“火”了。,,,,True,
Combo,Classic,迪菲亚头目,<b>连击：</b>召唤一个2/1的迪菲亚强盗。,Minion,EX1_131,True,Neutral,Dany Orizio,Common,2,2,2,他在数年前偷走了地契，所以理论上说这片地盘确实是他的。他还喜欢用“白痴”称呼别人，显得自己很有势力。,Rogue,,,,
,Classic,迪菲亚强盗,,Minion,EX1_131t,,Neutral,,,2,1,1,,Rogue,,,,
,Classic,重斧,,Weapon,EX1_409t,,,,,1,1,,,Warrior,,,,3
,Classic,野性之力,<b>抉择</b>：使你的随从获得+1/+1；或者召唤一个3/2的猎豹。,Spell,EX1_160,True,Neutral,Steve Tappin,Common,,2,,在灰谷的树林中，猎豹的毛皮漆黑油亮，数量众多。那为什么这地方要叫灰谷，而不是黑谷呢？,Druid,,,,
,Classic,野性狼魂,召唤2个2/3并具有<b>嘲讽</b>的幽灵狼。<b>过载：</b>（2）,Spell,EX1_248,True,Neutral,Clint Langley,Rare,,3,,幽灵狼只是普通的狼而已，它们擅长发出瘆人的寒光。,Shaman,,,,
AffectedBySpellPower,Classic,野蛮之击,对一个随从造成等同于你的英雄攻击力的伤害。,Spell,EX1_578,True,Neutral,Dave Rapoza,Rare,,1,,确实有些德鲁伊野性十足，但仍有些喜欢在恬静的时刻品上一壶好茶。,Druid,,,,
,Classic,野蛮残食,攻击力增加。,Enchantment,tt_004o,,,,,,,,,,,,,
Battlecry,Classic,铁喙猫头鹰,<b>战吼：</b><b>沉默</b>一个随从。,Minion,CS2_203,True,Horde,Trevor Jacobs,Common,2,2,1,它们挥动翅膀的时候悄无声息，但是它们的嘶鸣却是...任何悄无声息的反义词都可以形容。,,Beast,,,
Divine Shield,Classic,银月城卫兵,<b>圣盾</b>,Minion,EX1_023,True,Horde,Phroilan Gardner,Common,3,4,3,当他们首次试图在天灾军团的围攻下守住银月城时，事情进行得并不顺利...,,,,,
Divine Shield,Classic,银色侍从,<b>圣盾</b>,Minion,EX1_008,True,Alliance,Zoltan & Gabor,Common,1,1,1,“在此我严正宣誓：追随圣光，净化黑暗，只吃煎饼。”——银色黎明之誓,,,,,
Battlecry,Classic,银色保卫者,<b>战吼：</b>使一个其他友方随从获得<b>圣盾</b>。,Minion,EX1_362,True,Neutral,Doug Alexander,Common,2,2,2,”我没说你能够躲过火球。我是说有了这盾，你就不需要躲了。“,Paladin,,,,
Charge|Divine Shield,Classic,银色指挥官,<b>冲锋</b>，<b>圣盾</b>。,Minion,EX1_067,True,Neutral,James Ryman,Rare,4,6,2,银色指挥官总是机警地注意着天灾军团的动向，同时阻止任何想在咖啡店里插队买咖啡的人。,,,,,
,Classic,铸剑师,在你的回合结束时，使另一个随机友方随从获得+1攻击力。,Minion,NEW1_037,True,,E.M. Gist,Rare,1,2,3,他正在打造一把称为“连枷斧”的武器，但是其他铸剑师都表示那是不可能做到的。,,,,,
,Classic,铸甲师,每当一个友方随从受到伤害，便获得1点护甲值。,Minion,EX1_402,True,Neutral,Greg Hildebrandt,Rare,1,2,4,她接受公会修理资金！,Warrior,,,,
,Classic,锋利无比！,恶毒铁匠使其获得+2攻击力。,Enchantment,CS2_221e,,,,,,,,,,,,,
Secret,Classic,镜像实体,<b>奥秘：</b>当你的对手打出一张随从牌时，召唤一个该随从的复制。,Spell,EX1_294,True,Neutral,Raven Mimura,Common,,3,,“你先上。”——“巨兽”克鲁什格尔对他的宠物野猪说道。,Mage,,,,
Deathrattle,Classic,长鬃草原狮,<b>亡语：</b>召唤两个2/2的土狼。,Minion,EX1_534,True,,Milivoj Ceran,Rare,6,6,5,在偌大丛林的生存游戏中，即使是狮子也会被成群的土狼拖垮。,Hunter,Beast,,,
,Classic,闪电箭,造成$3点伤害，<b>过载：</b>（1）,Spell,EX1_238,True,Neutral,Daarken,Common,,1,,闪电箭！闪电箭！闪电箭！,Shaman,,,,
,Classic,闪电风暴,对所有敌方随从造成$2到$3点伤害，<b>过载：</b>（2）,Spell,EX1_259,True,Neutral,Christopher Moeller,Rare,,3,,恐怕打伞是没有用的。,Shaman,,,,
,Classic,防御者,,Minion,EX1_130a,,Neutral,,Common,2,1,1,,Paladin,,,,
,Classic,阿古斯之手,+1/+1并具有<b>嘲讽</b>。,Enchantment,EX1_093e,,,,,,,,,,,,,
Battlecry,Classic,阿古斯防御者,<b>战吼：</b>使相邻的随从获得+1/+1和<b>嘲讽</b>。,Minion,EX1_093,True,Alliance,Alex Horley Orlandelli,Rare,2,4,3,你肯定没想到阿古斯会需要如此坚实的防御。但它确实需要。,,,,,
Battlecry,Classic,阿拉希武器匠,<b>战吼：</b>装备一把2/2的武器。,Minion,EX1_398,True,Neutral,Samwise,Common,3,4,3,拳套武器限时特惠，第二把半价！,Warrior,,,,
Enrage,Classic,阿曼尼狂战士,<b>激怒：</b>+3攻击力,Minion,EX1_393,True,Neutral,Chippy,Common,2,2,3,如果阿曼尼狂战士问你：“你刚才看着我？！”正确的答案应该是：“没有，伙计。”,,,,,
Battlecry,Classic,阿莱克丝塔萨,<b>战吼：</b>使一个英雄的剩余生命值成为15。,Minion,EX1_561,True,Neutral,Raymond Swanland,Legendary,8,9,8,生命的缚誓者阿莱克丝塔萨给所有人带来生命和希望。除了死亡之翼。除了玛里苟斯。除了耐克鲁斯。,,Dragon,,True,
,Classic,阿莱克丝塔萨之火,生命值成为15点。,Enchantment,EX1_561e,,,,,,,,,,,,,
,Classic,隐藏,直到你的下个回合，使所有友方随从获得<b>潜行</b>。,Spell,EX1_128,True,Neutral,Steve Hui,Common,,1,,潜行者们能够隐藏除了他们表情之外的一切东西。你不能阻止他们表达执行暗杀后的兴奋感觉。,Rogue,,,,
,Classic,雏龙,,Minion,ds1_whelptoken,,Neutral,,,1,1,1,,,Dragon,,,
,Classic,雏龙,,Minion,EX1_116t,,,,,1,1,1,,,Dragon,,,
,Classic,雷铸战斧,<b>过载：</b>（1）,Weapon,EX1_247,True,Neutral,Nate Bowden,Common,2,2,,哟，真是把不错的斧子。,Shaman,,,,3
,Classic,需要打磨,攻击力降低。,Enchantment,EX1_411e2,,,,,,,,,Warrior,,,,
,Classic,霍格,在你的回合结束时，召唤一个2/2并具有<b>嘲讽</b>的豺狼人。,Minion,NEW1_040,True,,Laurel D. Austin,Legendary,4,6,4,霍格可是超级厉害的。如果你杀了他，只是因为他让你这么做的。,,,,True,
,Classic,鞭打成型,+2攻击力。,Enchantment,EX1_603e,,,,,,,,,Warrior,,,,
Windfury,Classic,风怒鹰身人,<b>风怒</b>,Minion,EX1_033,True,Alliance,Luke Mancini,Common,4,6,5,鹰身人的声音非常...“令人不悦”。这是最好听的说法。,,,,,
Aura,Classic,风险投资公司雇佣兵,你的随从牌的法力值消耗增加（3）点。,Minion,CS2_227,True,Horde,John Polidora,Common,7,5,6,有钱能使鬼推磨。,,,,,
Charge|Divine Shield|Taunt|Windfury,Classic,风领主奥拉基尔,<b>风怒，冲锋，圣盾，嘲讽</b>,Minion,NEW1_010,True,,Raymond Swanland,Legendary,3,8,5,他是四大元素领主中最弱的一个。而另外三个总是会提醒他这一点。,Shaman,,,True,
,Classic,飞刀杂耍者,每当你召唤一个随从时，对一个随机敌方角色造成1点伤害。,Minion,NEW1_019,True,,Matt Cavotta,Rare,3,2,2,更具野心的飞刀杂耍者会晋升为“炸弹杂耍者”。只是现在还没有谁能够坚持到被做成卡牌。,,,,,
,Classic,食腐土狼,每当一个友方野兽死亡时，便获得+2/+1。,Minion,EX1_531,True,,Jim Nelson,Common,2,2,2,土狼偏爱科多兽和风蛇的骨头，但是其实他们什么都吃。甚至是孢子甘蓝。,Hunter,Beast,,,
,Classic,香蕉,获得+1/+1。,Enchantment,EX1_014te,,,,,,,,,,,,,
,Classic,香蕉,使一个随从获得+1/+1。,Spell,EX1_014t,,,,,,1,,,,,,,
Taunt,Classic,魔古山守望者,<b>嘲讽</b>,Minion,EX1_396,True,Neutral,Cole Eastburn,Common,1,4,7,这些家伙们每天做的就是谈论雷神。真无聊！,,,,,
,Classic,魔暴龙,,Minion,EX1_tk29,,Neutral,,Common,5,5,5,,,Beast,,,
,Classic,魔瘾者,在本回合中，每当你施放一个法术，便获得+2攻击力。,Minion,EX1_055,True,Alliance,Hideaki Takamura,Rare,1,2,3,她很想戒掉这嗜好，但是每当她感到压力很大的时候，她总是会吸上几口。,,,,,
,Classic,鱼人怒吼,+2生命值。,Enchantment,EX1_103e,,,,,,,,,,,,,
,Classic,鱼人招潮者,每当有玩家召唤一个鱼人，便获得+1攻击力。,Minion,EX1_509,True,Neutral,Jaemin Kim,Rare,1,1,2,每当他和他的家人团聚时，这个家伙会变得特别厉害。,,Murloc,,,
Battlecry,Classic,鱼人杀手蟹,<b>战吼：</b>消灭一个鱼人，并获得+2/+2。,Minion,NEW1_017,True,,Jaemin Kim,Epic,1,1,2,又是鱼人。开饭了。,,Beast,,,
Aura,Classic,鱼人领军,所有其他鱼人获得+2/+1。,Minion,EX1_507,True,Neutral,Tim McBurnie,Epic,3,3,3,鱼人们老是发出一样的声音，难道不觉得厌烦吗？不！姆格拉咕嗯噜咕噜咕噜咕噜咕噜！,,Murloc,,,
Stealth,Classic,鲜血小鬼,<b>潜行</b>，在你的回合结束时，使另一个随机友方随从获得+1生命值。,Minion,CS2_059,True,Neutral,Bernie Kang,Common,0,1,1,小鬼喜欢躲在暗处嘲讽附近的所有人，并且对此乐此不疲。,Warlock,Demon,,,
,Classic,鹰角弓,每当有一张你的<b>奥秘</b>牌被揭示时，便获得+1耐久度。,Weapon,EX1_536,True,,Cyril Van Der Haegen,Rare,3,3,,第一课：把尖的那头对准别人。,Hunter,,,,2
Deathrattle,Classic,麦田傀儡,<b>亡语：</b>召唤一个2/1的损坏的傀儡。,Minion,EX1_556,True,Neutral,Brian Despain,Common,2,3,3,“温度过高。系统失灵。二号仓粮食堵塞。正在关闭。”,,Mech,,,
Deathrattle,Classic,麻疯侏儒,<b>亡语：</b>对敌方英雄造成2点伤害。,Minion,EX1_029,True,Neutral,Glenn Rane,Common,2,1,1,他真的很想和你做朋友，但由于总是被排斥，他开始变得很沮丧。,,,,,
,Classic,黑暗命令,在本回合中，该随从的控制权发生了变化。,Enchantment,EX1_334e,,,,,,,,,Priest,,,,
Battlecry,Classic,黑铁矮人,<b>战吼：</b>本回合中，使一个随从获得+2攻击力。,Minion,EX1_046,True,Alliance,Scott Hampton,Common,4,4,4,黑铁矿脉的守护者。也许那是最令人头疼的矿脉，因为你必须在某个特殊的地方才能熔炼它。,,,,,
Battlecry,Classic,黑骑士,<b>战吼：</b>消灭一个具有<b>嘲讽</b>的敌方随从。,Minion,EX1_002,True,,Alex Horley Orlandelli,Legendary,4,6,5,巫妖王派他来阻止银色锦标赛的进行。可以说那是个失败。,,,,True,
,Classic,鼎盛之力,该随从获得+2攻击力。,Enchantment,CS2_181e,,,,,,,,,,,,,
